Commodity,Variety,Origin,Grade,Size,Shell
Almonds,Mission Type,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Mission Type,California,U.S. No. 1 Whole and Broken,UNS,Shelled
Almonds,Mission Type,California,U.S. No. 1 Pieces,UNS,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Supariel,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Supariel,California,,,Inshell
Almonds,Supariel,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Supariel,California,U.S. No. 1,16/18,Shelled
Almonds,Supariel,California,U.S. No. 1,18/20,Shelled
Almonds,Supariel,California,U.S. No. 1,20/22,Shelled
Almonds,Supariel,California,U.S. No. 1,22/24,Shelled
Almonds,Supariel,California,U.S. No. 1,23/25,Shelled
Almonds,Supariel,California,U.S. No. 1,24/26,Shelled
Almonds,Supariel,California,U.S. No. 1,26/28,Shelled
Almonds,Supariel,California,U.S. No. 1,27/30,Shelled
Almonds,Supariel,California,U.S. No. 1,30/34,Shelled
Almonds,Supariel,California,U.S. No. 1,34/40,Shelled
Almonds,Supariel,California,U.S. No. 1,40/50,Shelled
Almonds,Supariel,California,U.S. No. 1,50 AOS,Shelled
Almonds,Supariel,California,U.S. No. 1,UNS,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Supariel,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Supariel,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Wood Coloney,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Wood Coloney,California,,,Inshell
Almonds,Wood Coloney,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,16/18,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,18/20,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,20/22,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,22/24,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,23/25,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,24/26,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,26/28,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,27/30,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,30/34,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,34/40,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,40/50,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,50 AOS,Shelled
Almonds,Wood Coloney,California,U.S. No. 1,UNS,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Wood Coloney,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Wood Coloney,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Winters,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Winters,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Winters,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Winters,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Winters,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Winters,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Winters,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Winters,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Winters,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Winters,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Winters,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Winters,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Winters,California,,,Inshell
Almonds,Winters,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Winters,California,U.S. No. 1,16/18,Shelled
Almonds,Winters,California,U.S. No. 1,18/20,Shelled
Almonds,Winters,California,U.S. No. 1,20/22,Shelled
Almonds,Winters,California,U.S. No. 1,22/24,Shelled
Almonds,Winters,California,U.S. No. 1,23/25,Shelled
Almonds,Winters,California,U.S. No. 1,24/26,Shelled
Almonds,Winters,California,U.S. No. 1,26/28,Shelled
Almonds,Winters,California,U.S. No. 1,27/30,Shelled
Almonds,Winters,California,U.S. No. 1,30/34,Shelled
Almonds,Winters,California,U.S. No. 1,34/40,Shelled
Almonds,Winters,California,U.S. No. 1,40/50,Shelled
Almonds,Winters,California,U.S. No. 1,50 AOS,Shelled
Almonds,Winters,California,U.S. No. 1,UNS,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Winters,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Winters,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Roasted,California,Whole & Broken,UNS,Shelled
Almonds,Roasted,California,Diced,Medium,Shelled
Almonds,Blanched,California,Pieces,,
Almonds,Blanched,California,Whole & Broken,,
Almonds,Blanched,California,Diced,Medium,
Almonds,Blanched,California,Sliced,,
Almonds,Blanched,California,Flour,,
Almonds,Natural,California,Pieces,,
Almonds,Natural,California,Whole & Broken,,
Almonds,Natural,California,Diced,Medium,
Almonds,Natural,California,Sliced,,
Almonds,Natural,California,Flour,,
